,0
1356,🙌 🎃 ☕️
1357,Amen 🧡🤎💛🧡🤎💛
1358,LETS GOOOOOOO🍃🍃
1359,Cant wait!
1360,Can’t waitt!!!!!! 😍😍😍
1361,can’t wait 🧡
1362,"Hey Siri, play I'm A Sucker for You by @nickjonas 🎃🍂🧚🏽‍♂️"
1363,🥹🎃🙌
1364,😍😍😍😍😍
1365,THE FALL MENU AT STARBUCKS IS OFFICIALLY HERE EVERYONE 💚✨️🍎🎃
1366,💚☕️
1367,In europe too though??
1368,Yesss Let’s go! 🎃
1369,I CANT WAIT
1370,🎃🌱😊🎃🌱😊☕️🖤
1371,I'll get the non-dairy PSL creamer to have a safe version at home. But it's going to be an iced PSL because it's still Summer and AC all day season 😅
1372,8/24/23 SHES BACKKKKKK!!!
1373,Yesss I always cry
1374,@stefan_catalan
1375,@cinthiacinthia PSL 🎃🖤
1376,🫶🏼🫶🏼🫶🏼
1377,Time to bust out the UGGS. 😬
1378,My birthday 😍😍😍😍
1379,@lc.smithh 😂
1380,So ready
1381,@alohaimdeasy it’s here. our favorite pumpkin spice latte 🙌
1382,@starbucks what's the UK update?! I got so excited but its not here yet 😥💔🎃
1383,@leahfowler_xo
1384,Pumpkin cold brew
1385,YAY
1386,🙌🙌
1387,happppppinessss 😄😄😄
1388,Thank you for bringing it back on my birthday 🥳
1389,@validity_and_purpose_
1390,In speaking of!!!! @_myamber.ella
1391,ON MY WAY
1392,Can’t wait 🎃🍂
1393,@christinafox_uk today is the day! 😂
1394,Dear God I have been waiting for the pumpkin cold foam
1395,@lesleybendix 🎃 🙌🔥
1396,#PSL 🎃☕ >>>>>>>>>>>>>>>>>>>>>>>>
1397,YES
1398,PSL PSL PSL!!!!
1399,@ryley.thorne your fav time of year 🧡
1400,you best believe i’ll be at my starbucks at 5:30 am for my pumpkin spice frappuccino
1401,WAKING UP EARLY TMRRW 🤣
1402,It's a national holiday 🎃
1403,Slay
1404,You mean 24/8 lol
1405,@amandamartin027
1406,Here for the comments
1407,The high tomorrow is 106.
1408,👏👏👏
1409,@baileyy_corrigan
1410,@irenee.maldonado @vibewithclara y’all like pumpkin spice?
1411,Not in Germany why do we always have to wait longer 😐🎃
1412,❤️❤️❤️
1413,Is that for uk as well?
1414,@mystarbucks
1415,IN 1 Minute !!!! 🎃🎃🎃
1416,@bellavinskofski
1417,Sugar free options please!!!!!!
1418,UK too?
1419,"I'm so freaking excited for oat milk apple crisp shaken espresso, two of my fave drinks in one!!! 😍🍎🍎🍎🍎🍎🍎"
1420,I can already see the drive thru line will be super long
1421,I want apple! 🍎
1422,Wooooooooooooohoooooooooooo! This made my week!!! 🥳🙌🏼🫶🏼
1423,Kobe
1424,PSL PSL PSLLLLL
1425,28TH for us
1426,@emma_7anderson 👀👀
1427,@ann_piaw
1428,First day back to work bout to be crazy
1429,@carolemidelton obligé qu'on teste ça maintenant qu'on l'a chez nous 🤤☕
1430,@darinrlewis @uhkylec they did this for y’all this year
1431,🎃🍂✨AHHHHHHHHHHH!!!!!! Soooooooo excited!!! 🧡🤎🖤
1432,YES YES YES
1433,MY TASTEBUDS ARE READY!! 🎃 ☕️
1434,IVE BEEEN WAITING FOR THIS ONEEEEEEEE TURRRRN IT UPPPP🎃🖤✨🎃✨🖤🎃
1435,That’s my birthday 🎂
1436,"PCCB, here I freaking come!!!!!!!"
1437,Can’t waaaait
1438,@kaylie_lopez
1439,When is it in the UK???
1440,@paigey.pcb
1441,So excited for the pumpkin cream cold foam 😍😍🙌❤️
1442,@clynt1985
1443,@starbucks still no salted caramel mocha???
1444,The only thing making me feel better right now that I’m sick 🎃🧡🍁☕️
1445,Sooo ready ..... if only the temperature would drop😂
1446,@inspiredbycharae
1447,@shawnabecks our time is here 😂 🧙‍♀️ 🦇 🎃 🍁
1448,@caoimhepower_ psl
1449,@gabshookham
1450,@ctorres0588 😮
1451,@mattmdz 🙌❤️
1452,@a_marie_skipp 🎃 ☕
1453,👀🎃
1454,Starbucks is soooooo expensive I rather make my own coffee then pay 100.00. For a Medium coffee
1455,I’ll be there first thing in the morning 😍😂🎃☕️🧡
1456,@ellie___herrera
1457,@em.damato
1458,@elmo_76o
1459,YAY😋
1460,No!
1461,Can’t wait for it.
1462,@kirstonsaddler yass girl yasss 🧡🤩🎃
1463,Patiently waiting ⏰⏰
1464,The perfect birthday gift 🥹😍
1465,drop a kobe drink pls
1466,It is time @chro_caro
1467,Yayyyy
1468,Stop it!!
1469,👀
1470,@meag_cloninger
1471,@logan.drennan OMG
1472,We can’t wait!
1473,Bestie why does it have dairy 😭😭😭 us lactose intolerant girls deserve a fall too!
1474,THANK GOD
1475,📣 BRING VEGAN PUMPKIN SPICE TO THE US 📣
1476,Are the cups releasing tomorrow or the 29 ?
1477,I can't wait to wake up tomorrow and order pumpkin cream cold brew!!!! it will make my day great! 😃🎃☕️
1478,@jmurr45
1479,Manna from the heavens hath arrived …
1480,"I’ve never had it, but I think I’ll try one this autumn."
1481,Yessssss
1482,💛💜
1483,Finally my iced PSL is here 🙌🏻
1484,@elisaaa.matias AHHHH our favs 🙌🙌
1485,@jackieee715 we can finally get our Pumpkin cold brew!!!! Yum
1486,There it is @zoelpena 🤗
1487,@kayleenn.marie ❤️❤️
1488,@id713
1489,Yessss 😍
1490,so freaking excited
1491,Ohhh so excited! ❤️
1492,@angiecain01 🧡
1493,I thought it was the 28th
1494,Ahhhh cannot wait!!! My fave season is PSL season 🎃
1495,🙌🙌🙌🙌
1496,@ashlaaaaan
1497,This Texas heat needs to take note from @starbucks WE’RE READY FOR FALL!!!!! 🤠
1498,Yay
1499,YES OML
1500,@little_hale_3
1501,🙀 @iamgeorgecastro
1502,I LOVE HALLOWEEN
1503,Yay 🎃🧡🧋
1504,Pumpkin cream cold brew??!!
1505,TIS ALL MOST TIME!!! ✨🔮🎃
1506,the rumors were true 🙌🏻
1507,Come to Brazil 🇧🇷 @starbucks @starbucksbrasil
1508,Bring back the psl page!!!
1509,"Get your pumpkin spice away from my margarita, it’s August 🍹"
1510,@ann3_r0dri always makes me think of us 😘
1511,.@Starbucks please consider including a plant-based PSL option for those of us who are lactose intolerant (68% of the world's population!) or choose to avoid dairy for environmental or ethical reasons. Thank you! 🙏🌱
1512,@paaopas 😍
1513,"Pumpkin spicy latteeeee😍😍🎃
@jayne_sigmund"
1514,@dakotalynndupuis
1515,PUMPKIN CREAM COLD BREWWWW
1516,Apple crisp?👀
1517,@kelliecrowe_ 😍
1518,Omg that’s my birthday
1519,@ch0nders
1520,"My dad is going to be the happiest in the world, tomorrow I invite him to see his happy face 😃"
1521,@cmrech @laceykarl 🎃☕️🍁🧡
1522,@brittjlahmers 🧡🎃
1523,ESSE MOMENTO É MEU E DA MINHA AMIGA @tstocchero !
1524,@arielnokranz ‼️‼️
1525,@mspatricia77 and @_____amber.____
1526,Pumpkin Spice 🔥🔥🔥 and please bring back Almond croissants!!!
1527,@amanda__bentley !!!!!!!
1528,"@jammalammin eeekkk!! Yay! Love pumpkin season, will forever remind me off our first date 😍❤️🥰"
1529,I will be there at 5:30AM bestie. 🫶🏼🫶🏼
1530,AHHHHHH
1531,Sister @melagordo.n 👏
1532,I’m ready 🧡🙊
1533,@joss_12 🎃🎃🎃🎃
1534,@meghandags 🙌
1535,@piratesarereal 🎃
1536,YES been waiting🎃
1537,Yaaaaassss🙌
1538,@_anamariagregori_ 🎃🎃🎃
1539,I’m so happy
1540,@alwysonpoint 🤩🤩
1541,@johanaawho 😍
1542,YAY!! 🎃
1543,@cloe_potvin
1544,@alyvianicole_
1545,@theiscm its happening
1546,@tiffanyvaesau 🎃
1547,Tooooo sooooooooon
1548,if only it wasn’t gonna be 97 degrees tomorrow 😭
1549,@djbrawlz
1550,@elenadanielle 🎃🎃🎃
1551,Im just waiting to see that pumpkin cream cold brew on the menu!
1552,I can’t wait! 🎃
1553,That pumpkin scone better be there.
1554,hey that’s my birthday
1555,Tomorrow we fall people ride!!!
1556,@melpoole_ @balancing.brittney
1557,It 👏 is 👏 time 👏
1558,My body is ready🎃
1559,I’m so ready!!!!
1560,Pumpkin spiced latte era❤️😍
1561,AGAHHGGGGG
1562,AHHHHHG
1563,@mercedes.benjamin.37 tmrw 🔥
1564,@mfnchelseyyy
1565,@kirstiefriendhorrobin_94 !!!!!
1566,Wow on it 😁😍😍
1567,👏
1568,i cant wait any longer 😭😭😭😭😭😭
1569,@asophfable @korieborn IT’S HERE 🤩🎃
1570,@caroline.day31 🧡🧡🧡
1571,My birthday!
1572,Yay!!!!
1573,Plumpkin Spice Latte? 😮‍💨🎃
1574,👏😮😍 🎃 ☕️
1575,Toooooo sooooonnnnnnnn 😩
1576,No me puedo esperae🤭😋
1577,Omg!! A PSL would go great with @thepixievirgo stickers 🎃🕷️👻🤍
1578,@yourbbgstephy @julie_sabrinaaa
1579,Can't wait!
1580,Is this a threat
1581,"Ah, good. It's time to bust my spooky eyeball wreath out of storage."
1582,@mrs._rachel_holliday
1583,Yes! 🧡💛
1584,Maple Pecan Latte??? 🍁🍁🍁
1585,Keep the pumpkin 🎃 spice !!! I’m waiting for pistachio to make its way back 🙏🙏🙏🔥
1586,YESSSS
1587,@courtneybreauxcox !!!
1588,@meghankayxo 👀
1589,@renae1982cruz
1590,🔥
1591,@starbucks is this the UK too?? Please say yes!!!
1592,@rjspencet 😍🙌🏻🎃
1593,Finally 🎃🖤
1594,"*Sighs, patiently waiting🧡🧡🧡"
1595,@cristalibanez
1596,@calikelly29 👀
1597,YESSSSSSSS
1598,@tay.mckee_ YOU CALLED IT
1599,@anngeelah
1600,@starbucksuk 👀?
1601,@book.ishjulie 🤣
1602,@a1phaw0lf_ph0t0s 🙌🙌
1603,OOO
1604,@21_bay @abbeydyson7 🤩
1605,The day I dream about
1606,💜💛+🧡
1607,Pumpkin season Babyyyyyyyyyy
1608,Apple Crisp!!
1609,👏👏😍
1610,@andrew_zuber PUMPKIN SPICE!!!!!😲😲
1611,The last to join the game
1612,Yes!!
1613,@kileytoth_
1614,@taylormeigh
1615,Can't wait! ☕️🎃
1616,@jaslilyvio 🤎🧡
1617,@michellesanj
1618,Yesssssssss🙌🙌🙌🙌🙌 I wait all year for this 🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌
1619,MID
1620,The sweet sweet nectar
1621,@starbucks can I get one for free since it comes out on my bday 😁
1622,On my birthday!!!! ♥️
1623,@adelebrycex
1624,Better than Xmas 😍😂
1625,@saaaavannnah @taylor_starrr It begins tomorrow! 🎃
1626,Yay I need my pumpkin spice iced coffee
1627,I love this 🧡
1628,@starbucks time to retire the pumpkin 🎃 and go maple! 🍁
1629,Y’all behind.
1630,👏👏👏👏❤️
1631,And I just can’t wait
1632,Thank god
1633,@josh_posados
1634,@_andresito6_
1635,@michael.snavely 😭😭😭
1636,Fall has officially begun
1637,THATS MY BDAYY TOOO
1638,@jblair_the_nightmare tomorrow 😍
1639,CAN’T WAIT!!! Yessss
1640,@socalwelds
1641,Yessssssss🔥🔥🔥🔥🔥🔥🔥🔥
1642,YES
1643,@breanna_mh YEAH
1644,I CANT WAIT
1645,Chai tea with the pumpkin 😍
1646,@kasarahswartout_ forever will think of you during pumpkin spice season! 🥺♥️
1647,🧡🧡🧡🧡🧡🧡🧡🧡
1648,Already???
1649,Yasss!! 👏🍁🧡
1650,🙌🎃
1651,@megalodonus_90
1652,@analisejensen
1653,❤️
1654,😍😍😍❤️👏❤️👏🙌🙌
1655,What's the release date for the UK?
1656,@allieoop12 👀👏
1657,@stephanie_bloedorn
1658,"Pumpkin spice latte, please. 😎🤘"
1659,@turbo_dill
1660,What about the UK!?!?!?!😍😍😍😍😍😍
1661,@caaisssy
1662,TOMORROW @krystle.vh 🎃
1663,Is it available in the UK tomorrow too?
1664,I know i know..special day or whatever💁🏽‍♂️
1665,Ohhh mmmaaaaahhh ggaaawwwdddddd *breathes in Pumpkin* It's happening!
1666,👩🏼White American girls : HERE I COME👹😍🎃
1667,@la.nini_mtz 👏
1668,My body and soul are ready ✨️
1669,@jae.r__ we gotta go tomorrow 🎃
1670,ITS TIME
1671,ICED PSL 🧊 🎃 💛 🧡
1672,@juliecullen77
1673,Yessssssirrr @natty4446
1674,@starbucks @magicjohnson @lakers @nba @nba2k @starbuckscanada #ReplicaBuild #MAGIC #Frappuccino . 👀👁👍.
1675,Is apple crisp drink coming back as well ?
1676,@jessiehirschauer
1677,Yasssss🎃🎃🎃🎃🎃🎃👻👻👻👻
1678,My BDAY!!!!
1679,Do you know when does it start in Spain ?
1680,Yeesss!!!! 🥹
1681,Count down!!!!
1682,@mackenzie_morris_ ITS OFFICIAL @staeaway
1683,AHHHHHHHHHHH IM SOOOOOO EXCITED
1684,Yep 👏
1685,@caitlin.dostal @rachelmarydostal @anna.dostal3
1686,Tomorrow
1687,@rachel_lax10
1688,Tomorrow we ride at dawn 😍 buckle up 🔥
1689,@sadieangela
1690,I can't wait!!
1691,Just in time for mom’s birthday!!!!
1692,Can’t wait!!!
1693,@ayeitsmercedes_ AHHHHHHHHHH
1694,Please be kind to your baristas this season 💚⭐️
1695,@ilsepriscilla
1696,@jaked014 @lukeguz25 @georgeromano16
1697,I'm sooo glad I don't work for Starbucks anymore
1698,KOBE
1699,MAKE IT VEGAN
1700,@maiddollie ☕️☕️☕️🧡
1701,is the pumpkin spice Frappuccino coming back?
1702,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
1703,YESS OMG TOMORROW
1704,@jess.marion86
1705,I’m so excited I could cry!!
1706,@starbucks where is the pumpkin scone? My favorite!
1707,Already????? 😍😍😍😍
1708,Marks the date I will be getting married next year !! Good vibes all around
1709,All of the basic white girls are gonna eat this up
1710,😩🙌👀😍💋
1711,Pumpkin spice for kobe
1712,@lindsay_shelm
1713,i always get pumpkin spice for my bday 8/24 :)))
1714,FINALLYYY
1715,We ride at dawn🎃🎃
1716,Yay!!!❤️
1717,Yay for my bday!!!
1718,Mamba day 🐍
1719,Earlier every year
1720,😍😍😍😍😍😍😍😍😍😍😍😍😍
1721,Skeeeeyeeee
1722,YESSSSSSSS
1723,😍😍😍
1724,🔥🙌
1725,Pumpkin Spice Time Already?!?!?! Yaaaassss!!!🎃
1726,@blancatheegreat_ te hablan
1727,AAAAAA
1728,🎃 👏 🍁
1729,cute little birthday gift to me ig🤷‍♂️
1730,SCREAMINGGGG
1731,@teri.doubleyou
1732,🙌 @mariejulie1981
1733,"Cinderella latte, I’m coming for you!! (1/2 pumpkin spice, 1/2 white mocha) 🤤🧡🤍"
1734,"If you build it, they will come - white girls (me) everywhere"
1735,🧡🧡🧡
1736,❤️
1737,Yes please!
1738,@esme040 we been waiting bestie lol 😍
1739,@lord_smiranda10
1740,Getting my pumpkin cream cold brew tomorrow!!
1741,Mmmmmm! Pumpkin & Apple Season almost here ! I get all! @starbucks 🍎🍏🎃❤️
1742,"""It is time."" Rafiki, The Lion King. 🦁 👑"
1743,Pleasssseeeee @starbucks make a vegan pumpkin spice!! You’d be the only one in all the big markets to do it! We’d FLOCK to you! 🎃🎃🎃
1744,Gonna redeem my birthday drink with an apple crisp oatmilk 😍😍😍 so excited for tmr😜😜
1745,that’s my birthday 😌
1746,OMGGGGG
1747,@ewalukaszek 🧡
1748,😍😍😍
1749,🥳🥳🥳
1750,So excited!!! 🎃🎃
1751,Can’t wait 🎃☕️
1752,Yaaaaaaas! @shaynfite first stop on the road trip please!
1753,The moment I’ve been waiting for
1754,@thearielement 🎃😍
1755,@lilyshelton80
1756,@aidan_dolby hope you’re ready! 😂
1757,That’s cool but can we bring back pistachio full time?
1758,YASSSS GILMORE GIRLS SEASON!!!
1759,So ready!🙌
1760,@molkelstutz117
1761,please consider a dairy free option!!
1762,Thanks for the b-day present!🎁🎃🥳☕️
1763,Finally 🙌🏾
1764,@starbucks please please say it’s vegan this year!!! 🙏🏼
1765,Kids went back to school on Monday and now this 8.24 @starbucks
1766,Yesss 🎃🎃🎃🎃
1767,🎃🎃🎃🎃🧡🧡🧡🧡
1768,It's AUGUST!
1769,@safaabouziyane it’s thaaaat time babe
1770,"Omg I can’t wait, my favorite season 🍂 🍁 I’ll be there first thing in the morning 😊"
1771,well… maybe next year you could make a dairy free option
1772,@mrs.keistler
1773,🤩
1774,Yes. Please 👏👏
1775,@cierraleighann 🔥
1776,Also December for the chestnut praline 🌰 😋✨✨
1777,@_zahrabarikbin the way i was gonna tag you in this but saw you already liked it 😂
1778,This makes my fall heart happy 🖤🖤🖤🎃
1779,"🎉🎉Thank you , is my birthday and what a way to start the day! 😍😍😍🎉🎉🥳🥳🥳🥳"
1780,i will be showing up at the drive thru at exactly 5:30am for my psl.
1781,🎃season
1782,Yessss!!!!! ❤️🔥🔥
1783,@nbarranada 😮
1784,Kobe mamba
1785,Can’t wait for caramel brûlée! 😍
1786,It’s going to be 105° + tomorrow. Y’all need to wait about 3 months y’all to go get these drinks..
1787,we ride at dawn @iiii.v.iiii_
1788,Please bring back salted caramel mochas 😍
1789,And on mine and my husbands anniversary?! You really said this is for Jen specifically 😌♥️
1790,Can’t wait! 🙌❤️
1791,@liz_ware @sharonware_ 🎃🎃
1792,👀👀
1793,I’ve been waiting for this one!! TURN IT UP🤩
1794,Ummm @duncanch86 this is tomorrow.
1795,"Don’t remind me, I’m scared for the rushes at work"
1796,Sweet mother of God I am ready
1797,Can't wait to get some pumpkin spice. 😋 🎃 🎃 🎃
1798,Pumpkin cold brew!?!?!? Yaaaaaas! Don't play with my emotions 😢
1799,Heck yeah !👏❤️
1800,This is why am making my Friday - after work Target go to Starbucks day!
1801,@yourstruly_jdm
1802,YESSSSSSSSSSS
1803,@amani_mahil
1804,@blancokristy 🎃
1805,You know what they say. The most wonderful time of the year
1806,FINALLY!!! it’s officially fall!!!🎃
1807,I’m traveling 2 hours tomorrow to make my dream come true 😆🙏🏼
1808,"Omg 🙌🙌🙌🙌 I can’t wait, finally tomorrow"
1809,ABOUT TIMEEE🥹🥹
1810,OUUUP …. OUUUUP - nicki minaj
1811,🙌🙌 HECK YEAH 😍😍 I will be there NOT bright eyed & bushy tailed but Pumpkin 🎃 will get me there 😁
1812,I pledge allegiance to the Starbs 🫡☕️💚
1813,It’s like waiting for Christmas morning!! 🎃
1814,YEEEEAAAAHHHH
1815,@amanda_w00ds 😍😍😍😍
1816,"But, here in Texas, Dallas… It's too darn hot to even think about fall!! @starbucks, can you bring temps below 100° below 90° with the PSL?? Please!!"
1817,@d_cruz24 in case you want to start FALL 🍁 early 😀
1818,please tell me the pumpkin cold foam is back too?!?!???
1819,🤦🏼‍♀️🤦🏼‍♀️
1820,@hannboggio
1821,Pretty Soon Lads/Ladies!
1822,Bring back the Toasted Gram Latte
1823,White girls gonna go crazy lol ☕️ 🐸
1824,Can’t wait to wake up tomorrow 🙌🎃🎃🎃🙌
1825,KEITH I THOUGHT IT WAS 8/29 but it’s 8/24!!!!!!!
1826,☕️🧡🎃
1827,So excited
1828,Y’all knew it was our first day of school tomorrow 🙌 Teachers are feeling BLESSED!
1829,@rjhesselberg it’s Pumpkin Season! 🎃😉
1830,Pray for us partners tomorrow 😂😭
1831,@milowonk
1832,🧡
1833,@xolauraloveox it’s our time to shine
1834,Just what I need!!!😍
1835,Exited
1836,Yay!!!!
1837,@destenyem_ 👏
1838,@janaymv 😊😊😊
1839,Ready for 🎃 🎃 🎃
1840,@amygallegos_ just in time for my birthday treat ❤️
1841,@bkjaret86 @briifortin_
1842,@sarah.baileyyy
1843,@joshybu 🎃🥰
1844,It’s pumpkin ice latte season 🔥
1845,@willrunforcheesepizza 😏😏😏😏😏
1846,"i'm not crying, you're crying!"
1847,Finally 🎃 ☕️
1848,the day Jesus turns water into pumpkin spice hallelujah and amen
1849,You know what time it is 🎃🎃🎃🎃 @tasharaquel_ @nishab.wit.it
1850,Meh. My locally owned shop offers pumpkin spice all year. This doesn't impress me anymore 😂
1851,Oh I hope this will be in the airport Starbucks tomorrow 🥺🥺
1852,Is this for the UK too? ❤️
1853,I am beyond excited 😍👏🙌 some of those new flavors give me the quivers 😂😂😂
1854,Wwwwww🎃🎃🎃
1855,YESSSS BEST FLAVOR IS PUMPKIN SPICE! JUST IN TIME FOR MY BIRTJDAY 🙌🥳🍂
1856,I smell the Taylor swift fans awakening ( I am all too UNWELL)
1857,@allysoneelizondo TOMORROW OMG
1858,AN INSTITUTION 🙌🏻
1859,Ahhhhhh the pumpkin cream cold brew is back! my fav time of the year 🤗
1860,IVE been waiting all year
1861,@mitchmini 🎃
1862,@sabrinashanelle I’m sad you’re going to miss it this year
1863,@alinayvette_ 🧡
1864,It’s still summer guys
1865,"It’s the best day, because it’s my BIRTHDAY! 🖤🧡🎂"
1866,😭😭😭😭😭 why am I sooo happy @juan_diaz86 it’s like the first sign of fall 🙌🏾
1867,@anniehopkins_
1868,@garver.ashley
1869,@starbucks is about to loose a life time customer cause they aren’t bringing back the pumpkin scone 🎃 big bums
1870,@vitavonviciouss 🖤🧡🎃🫶🏻
1871,😍😍
1872,I CAN FINALLY BE ME🎃☕️
1873,Pumpkin scone?
1874,🗣️ IF ONLY YOU WOULD BRING BACK THE SALTED CARAMEL MOCHA.
1875,psl season
1876,@hannahhamiltonhyneman it comes back on Marzee’s three month bday!!
1877,Push is back 2 more months
1878,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
1879,It's the best birthday present to me!! ☕🎃🎉
1880,@starbucks I live nearly an hour away from your closest store & I’m already planning a trip to get your 🎃 ☕️ for my birthday next month!
1881,@jow_85 even Starbucks is on it early!
1882,"Ok YES but, bring back Maple please! 🍁"
1883,TOMORROW
1884,Been waiting for this one turn it up👆🏻
1885,One of my favorite lattes
1886,@brkln_willy
1887,I hope y’all will finally have a dairy free pumpkin option - allergic to dairy over here. 😢🧡
1888,Bring back salted caramel 😫😫😫😭
1889,@abrammer24 omg
1890,Too early 😮 wait at least till the end of September
1891,PSL!!!
1892,@xcharlesjohnx oh my god it’s happening 😂
1893,It’s going to be 95° here tomorrow- that screams pumpkin spice weather to me.
1894,Will the pumpkin spice cold brew be back tomorrow too?? 😍
1895,@vanessaflores
1896,@brittanileab
1897,The pumpkin scones! R they back?
1898,Wohoooooo finally!!!
1899,Yasssss
1900,@melissamarriee 🎃
1901,It's going to be a gourdelicious day!🎃
1902,can’t wait to try it !!! fall is one of my fav seasons 🧡
1903,I will not be sleeping tonight. The anticipation…..
1904,Yay!!!!🎃💚💚💚
1905,that’s my birthday thanks
1906,🗣️8/24 KOBE!!!!!
1907,Yes!!!!!!!!!!!!!!!! I will be walking to Starbucks in the am (my daily exercise pushing my toddler in the stroller as she says mommy coffee) for me not her haha
1908,@tiffanypracanica
1909,@sarah.maudeee @alexvezeau123 ces là que je vais devenir fatiguante 😂🫶🏼
1910,AHHHHHHH
1911,IM SO EXCITED
1912,Bring back my spice Coffee!!
1913,"Good Gourd, great balls of fire!"
1914,@jennamarielogan always think of you since we share the same love for PSL 🤣
1915,@life.with.esmee
1916,WOOOOOOOOOOO
1917,@ben_andres12 buy me coffee tomorrow? 😊😊
1918,@nicolajr1104
1919,But is the pumpkin cream cold brew returning?
1920,Team Apple Crisp Macchiato in the HOUSE!!!! 🍎🍁🫶🏼😎
1921,@_juliannaavee
1922,👏👏🔥
1923,😍😍😍
1924,😍😍😍😍😍😍
1925,@vic_thurstn tomorrow 😍
1926,Sadly no John Oliver this year to announce it
1927,Yes!!!🙌
1928,Right before my birthday!! Wwooo!! 🙌🙌❤️❤️😍😍
1929,@suzzeleazzo tomorrows the day
1930,Another year of making my own dairy free pumpkin spice lattes at home! 🎃
1931,My body is READY.
1932,I’m so ready for Christian girl autumn
1933,PSL Release day is the only day I will wake up early to get pumpkin everything
1934,The workers know my sister since we go every sunday
1935,@gavinrivers @kamrynriverssss !!!
1936,BEST TIME OF THE YEAR
1937,It’s officially pumpkin season when Starbucks says so
1938,@eljuicer07 it's tomorrow already?!?! 🎃
1939,Can we just skip today & fast fwd to tomorrow!!!!
1940,@starbucks I LOVE YOU❤️
1941,So it begins……
1942,KOBE
1943,@mr_s_sleep 😮
1944,Best news ever 👏❤️🎃
1945,GAG
1946,@kaitlinwilsonxo_
1947,PSL???????????
1948,@grace.linthicum
1949,@blair_helms @madison.mcgee
1950,THE BEST BIRTHDAY GIFT EVER!!! 🥳🎉
1951,For Kobe
1952,Pumpkin cream cold brew I'm coming for you!!
1953,@bernhardspies 😍🙌
1954,@_melaniewinkler_ when it’ll be a cool 101 degrees lmao
1955,"The best time of year!! I always wish pumpkin would be around all year round, but the excitement when it’s back makes up for it! 😍☕️🎃✨"
1956,Pumpkin. Apple. Fall. Boots. Scarves. Hot drinks. Sweaters. Taylor Swifts Red Album.
1957,@kelseyanne101 you down? I only get psl once MAYBE twice but I need
1958,When’s the launch for UK? 😍
1959,FINALLY!!!!❤️❤️❤️❤️❤️❤️❤️❤️
1960,@david_mtgps4 !!!
1961,@ang_crn 🎃🍂🍁it’s coming!!!
1962,Now give us a pumpkin shaken espresso!!
1963,@mateo.salamone1
1964,IVE BEEN WAITING ALL YEAR FOR THIS I NEED MY PUMPKIN CREAM COLD BREW
1965,not until @augster39 says so…. 🤣🎃🍂🍁@petergibaldi @ggrass85
1966,🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻
1967,I can’t wait!!! Fall is my favorite 🍁☕️
1968,Nooo!!! I don’t want summer to end!!!
1969,I can’t wait!!!!! 🎃
1970,Been waiting all month to see this post ❤️ pumpkin spice= key to happiness
1971,@dtkb23
1972,@alexisivn vuelve el Pumpkin spice latte 🧡
1973,Y’all don’t even have to say anything we just know 🙌🏼🎉
1974,😮😮😮 yes yes yes yes yes!!!! 😍🎃
1975,Yes.
1976,YAAAAAAAAASSSS 🤤🤤🤤😍😍😍
1977,IVE BEEN READY!!! 😭😭👏
1978,pumpkin spice brings back wayyy too many memories for me
1979,Is this U.K. too??? 🎃🙏🏻
1980,creaming
1981,I’ll be there at 6am! 😂😂🎃🎃🎃
1982,@moonslvvr
1983,@wstokes522
1984,@elizabetharmist 😱
1985,🙌 @ngraz224
1986,FINALLYYYYY
1987,Literally crying with joy! Pumpkin cream is a literal drug. 🧡🎃
1988,YAY YAY
1989,@rafi_stefan tomorrow baby 🍁 🎃 ☕️❤️
1990,PSL 🎃🕸🦇
1991,🤪
1992,Please please please bring back the pumpkin scone!!!!
1993,Yes yes yes 🍁🍂😍
1994,@haydensolecki @kieran_driscoll21 IM CRYING I CANT WAIT
1995,This feels too soon but I'm here for it 👏🏽🤣
1996,@jessouloulou 😍
1997,bring the holiday panini PLEASE
1998,PSL Frap time?!?
1999,PSL season 😍
2000,@madamazin24 🙌
2001,@ansleygracecurry @samantha_dawn0717
2002,I say sooner now
2003,I AM BEYOND EXCITED 🎃🎃🎃🎃❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥
2004,Favorite time of the year 🍁😍
2005,@heidiromalley something in my gut tells me that you’re just as excited as I am! 😁
2006,I have my alarm set im excited for the cups 😍
2007,Ahhhhhhh 🥳🥳🥳🥳
2008,SO EXCITED
2009,@alyssaclee4 🧡🧡🧡🧡🧡
2010,YAYAYYAYAYAYATTATATTA
2011,Say less
2012,Starbucks showin respect to Kobe
2013,@kiers10w
2014,Leeetttsss ggggooooo!!!!!! @sakurafairy24 @c.mazey25
2015,@debbiew24
2016,RAAAAAAH IDC IF ITS 103 RN I AM GONNA GET PUMPKIN SPICE
2017,SCREAMING
2018,@natalie_lampert
2019,😍😍
2020,@manoone82 😍
2021,My birthday
2022,🎃🧡🎃🧡
2023,yayyyy
2024,😞 kobe
